"NCM"|"EX"|"DESCRIÇÃO"|"AL_IPI"|"CST_IPI_ENTRADA"|"CST_IPI_SAÍDA"|"CST_PIS_COFINS_ENTRADA"|"CST_PIS_COFINS_SAÍDA"|"CÓDIGO_JUSTIFICATIVA_ENQUADRAMENTO_PIS_COFINS"
"03023500"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Atuns (do gênero Thunnus), bonitos-listrados ou bonitos-de-ventre-raiado (Euthynnus (Katsuwonus) pelamis), exceto os fígados, ovas e sêmen - Albacoras-azuis (Thunnus thynnus)"|0|"01"|"51"|""|""|""
"03023600"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Atuns (do gênero Thunnus), bonitos-listrados ou bonitos-de-ventre-raiado (Euthynnus (Katsuwonus) pelamis), exceto os fígados, ovas e sêmen - Atuns-do-sul (Thunnus maccoyii)"|0|"01"|"51"|""|""|""
"03023900"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Atuns (do gênero Thunnus), bonitos-listrados ou bonitos-de-ventre-raiado (Euthynnus (Katsuwonus) pelamis), exceto os fígados, ovas e sêmen - Outros"|0|"01"|"51"|""|""|""
"03024000"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Arenques (Clupea harengus, Clupea pallasii), exceto os fígados, ovas e sêmen"|0|"01"|"51"|""|""|""
"03025000"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Bacalhaus (Gadus morhua, Gadus ogac, Gadus macrocephalus), exceto os fígados, ovas e sêmen"|0|"01"|"51"|""|""|""
"03026100"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Sardinhas (Sardina pilchardus, Sardinops spp.), sardinelas (Sardinella spp.) e espadilhas (Sprattus sprattus)"|0|"01"|"51"|""|""|""
"03026200"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - “Haddocks” (Melanogrammus aeglefinus)"|0|"01"|"51"|""|""|""
"03026300"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - “Saithes” (Pollachius virens)"|0|"01"|"51"|""|""|""
"03026400"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Cavalas e cavalinhas (Scomber scombrus, Scomber australasicus, Scomber japonicus)"|0|"01"|"51"|""|""|""
"03026500"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Esqualos"|0|"01"|"51"|""|""|""
"03026600"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Enguias (Anguilla spp.)"|0|"01"|"51"|""|""|""
"03026700"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Espadartes (Xiphias gladius)"|0|"01"|"51"|""|""|""
"03026810"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Marlongas (Dissostichus spp.) - Marlongas-negras (Dissostichus eleginoides)"|0|"01"|"51"|""|""|""
"03026820"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Marlongas (Dissostichus spp.) - Marlongas-do-antártico (Dissostichus mawsoni)"|0|"01"|"51"|""|""|""
"03026910"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Outros - Merluzas (Merluccius spp.)"|0|"01"|"51"|""|""|""
"03026922"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Outros - Agulhões (Istiophorus spp., Tetrapturus spp., Makaira spp.) e pargos (Lutjanus purpureus) - Agulhões (Istiophorus spp., Tetrapturus spp., Makaira spp.)"|0|"01"|"51"|""|""|""
"03026923"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Outros - Agulhões (Istiophorus spp., Tetrapturus spp., Makaira spp.) e pargos (Lutjanus purpureus) - Pargos (Lutjanus purpureus)"|0|"01"|"51"|""|""|""
"03026931"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Outros - Chernes-poveiro (Polyprion americanus), garoupas (Acanthistius spp.), esturjões (Acipenser baeri), peixes-rei (Atherinidae spp.) e bagres (Ictalurus puntactus) - Chernes-poveiro (Polyprion americanus)"|0|"01"|"51"|""|""|""
"03026932"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Outros - Chernes-poveiro (Polyprion americanus), garoupas (Acanthistius spp.), esturjões (Acipenser baeri), peixes-rei (Atherinidae spp.) e bagres (Ictalurus puntactus) - Garoupas (Acanthistius spp.)"|0|"01"|"51"|""|""|""
"03026933"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Outros - Chernes-poveiro (Polyprion americanus), garoupas (Acanthistius spp.), esturjões (Acipenser baeri), peixes-rei (Atherinidae spp.) e bagres (Ictalurus puntactus) - Esturjões (Acipenser baeri)"|0|"01"|"51"|""|""|""
"03026934"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Outros - Chernes-poveiro (Polyprion americanus), garoupas (Acanthistius spp.), esturjões (Acipenser baeri), peixes-rei (Atherinidae spp.) e bagres (Ictalurus puntactus) - Peixes-rei (Atherinidae spp.)"|0|"01"|"51"|""|""|""
"03026935"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Outros - Chernes-poveiro (Polyprion americanus), garoupas (Acanthistius spp.), esturjões (Acipenser baeri), peixes-rei (Atherinidae spp.) e bagres (Ictalurus puntactus) - Bagres (Ictalurus puntactus)"|0|"01"|"51"|""|""|""
"03026941"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Outros - Curimatãs (Prochilodus spp.), tilápias (Oreochromis spp., Tilapia spp., Sarotherodon spp., Danakilia spp.; seus híbridos), surubins (Pseudoplatystoma spp.), traíras (Hoplias malabaricus & H. cf. lacerdae), piaus (Leporinus spp.), tainhas (Mugil spp.), pirarucus (Arapaima gigas), pescadas (Cynocion spp.) e anchoitas (Engraulis anchoita) - Curimatãs (Prochilodus spp.)"|0|"01"|"51"|""|""|""
"03026942"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Outros - Curimatãs (Prochilodus spp.), tilápias (Oreochromis spp., Tilapia spp., Sarotherodon spp., Danakilia spp.; seus híbridos), surubins (Pseudoplatystoma spp.), traíras (Hoplias malabaricus & H. cf. lacerdae), piaus (Leporinus spp.), tainhas (Mugil spp.), pirarucus (Arapaima gigas), pescadas (Cynocion spp.) e anchoitas (Engraulis anchoita) - Tilápias (Oreochromis spp., Tilapia spp., Sarotherodon spp., Danakilia spp.; seus híbridos)"|0|"01"|"51"|""|""|""
"03026943"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Outros - Curimatãs (Prochilodus spp.), tilápias (Oreochromis spp., Tilapia spp., Sarotherodon spp., Danakilia spp.; seus híbridos), surubins (Pseudoplatystoma spp.), traíras (Hoplias malabaricus & H. cf. lacerdae), piaus (Leporinus spp.), tainhas (Mugil spp.), pirarucus (Arapaima gigas), pescadas (Cynocion spp.) e anchoitas (Engraulis anchoita) - Surubins (Pseudoplatystoma spp.)"|0|"01"|"51"|""|""|""
"03026944"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Outros - Curimatãs (Prochilodus spp.), tilápias (Oreochromis spp., Tilapia spp., Sarotherodon spp., Danakilia spp.; seus híbridos), surubins (Pseudoplatystoma spp.), traíras (Hoplias malabaricus & H. cf. lacerdae), piaus (Leporinus spp.), tainhas (Mugil spp.), pirarucus (Arapaima gigas), pescadas (Cynocion spp.) e anchoitas (Engraulis anchoita) - Traíras (Hoplias malabaricus & H. cf. lacerdae)"|0|"01"|"51"|""|""|""
"03026945"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Outros - Curimatãs (Prochilodus spp.), tilápias (Oreochromis spp., Tilapia spp., Sarotherodon spp., Danakilia spp.; seus híbridos), surubins (Pseudoplatystoma spp.), traíras (Hoplias malabaricus & H. cf. lacerdae), piaus (Leporinus spp.), tainhas (Mugil spp.), pirarucus (Arapaima gigas), pescadas (Cynocion spp.) e anchoitas (Engraulis anchoita) - Piaus (Leporinus spp.)"|0|"01"|"51"|""|""|""
"03026946"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Outros - Curimatãs (Prochilodus spp.), tilápias (Oreochromis spp., Tilapia spp., Sarotherodon spp., Danakilia spp.; seus híbridos), surubins (Pseudoplatystoma spp.), traíras (Hoplias malabaricus & H. cf. lacerdae), piaus (Leporinus spp.), tainhas (Mugil spp.), pirarucus (Arapaima gigas), pescadas (Cynocion spp.) e anchoitas (Engraulis anchoita) - Tainhas (Mugil spp.)"|0|"01"|"51"|""|""|""
"03026947"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Outros - Curimatãs (Prochilodus spp.), tilápias (Oreochromis spp., Tilapia spp., Sarotherodon spp., Danakilia spp.; seus híbridos), surubins (Pseudoplatystoma spp.), traíras (Hoplias malabaricus & H. cf. lacerdae), piaus (Leporinus spp.), tainhas (Mugil spp.), pirarucus (Arapaima gigas), pescadas (Cynocion spp.) e anchoitas (Engraulis anchoita) - Pirarucus (Arapaima gigas)"|0|"01"|"51"|""|""|""
"03026948"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Outros - Curimatãs (Prochilodus spp.), tilápias (Oreochromis spp., Tilapia spp., Sarotherodon spp., Danakilia spp.; seus híbridos), surubins (Pseudoplatystoma spp.), traíras (Hoplias malabaricus & H. cf. lacerdae), piaus (Leporinus spp.), tainhas (Mugil spp.), pirarucus (Arapaima gigas), pescadas (Cynocion spp.) e anchoitas (Engraulis anchoita) - Pescadas (Cynocion spp.)"|0|"01"|"51"|""|""|""
"03026949"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Outros - Curimatãs (Prochilodus spp.), tilápias (Oreochromis spp., Tilapia spp., Sarotherodon spp., Danakilia spp.; seus híbridos), surubins (Pseudoplatystoma spp.), traíras (Hoplias malabaricus & H. cf. lacerdae), piaus (Leporinus spp.), tainhas (Mugil spp.), pirarucus (Arapaima gigas), pescadas (Cynocion spp.) e anchoitas (Engraulis anchoita) - Anchoitas (Engraulis anchoita)"|0|"01"|"51"|""|""|""
"03026951"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Outros - Piramutabas (Brachyplatistoma vaillianti), douradas (Brachyplatistoma flavicans), pacus (Piaractus mesopotamicus), tambaquis (Colossoma macropomum) e tambacus (híbridos de tambaquis e pacus) - Piramutabas (Brachyplatistoma vaillianti)"|0|"01"|"51"|""|""|""
"03026952"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Outros - Piramutabas (Brachyplatistoma vaillianti), douradas (Brachyplatistoma flavicans), pacus (Piaractus mesopotamicus), tambaquis (Colossoma macropomum) e tambacus (híbridos de tambaquis e pacus) - Douradas (Brachyplatistoma flavicans)"|0|"01"|"51"|""|""|""
"03026953"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Outros - Piramutabas (Brachyplatistoma vaillianti), douradas (Brachyplatistoma flavicans), pacus (Piaractus mesopotamicus), tambaquis (Colossoma macropomum) e tambacus (híbridos de tambaquis e pacus) - Pacus (Piaractus mesopotamicus)"|0|"01"|"51"|""|""|""
"03026954"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Outros - Piramutabas (Brachyplatistoma vaillianti), douradas (Brachyplatistoma flavicans), pacus (Piaractus mesopotamicus), tambaquis (Colossoma macropomum) e tambacus (híbridos de tambaquis e pacus) - Tambaquis (Colossoma macropomum)"|0|"01"|"51"|""|""|""
"03026955"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Outros - Piramutabas (Brachyplatistoma vaillianti), douradas (Brachyplatistoma flavicans), pacus (Piaractus mesopotamicus), tambaquis (Colossoma macropomum) e tambacus (híbridos de tambaquis e pacus) - Tambacus (híbridos de tambaquis e pacus)"|0|"01"|"51"|""|""|""
"03026990"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros peixes, exceto os fígados, ovas e sêmen - Outros - Outros"|0|"01"|"51"|""|""|""
"03027000"|""|"Peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Fígados, ovas e sêmen"|0|"01"|"51"|""|""|""
"03031100"|""|"Peixes congelados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Salmões-do-pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus), exceto os fígados, ovas e sêmen - Salmões vermelhos (Oncorhynchus nerka)"|0|"01"|"51"|""|""|""
"03031900"|""|"Peixes congelados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Salmões-do-pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou e Oncorhynchus rhodurus), exceto os fígados, ovas e sêmen - Outros"|0|"01"|"51"|""|""|""
"03032100"|""|"Peixes congelados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros salmonídeos, exceto os fígados, ovas e sêmen - Trutas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache e Oncorhynchus chrysogaster)"|0|"01"|"51"|""|""|""
"03032200"|""|"Peixes congelados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros salmonídeos, exceto os fígados, ovas e sêmen - Salmões-do-atlântico (Salmo salar) e salmões-do-danúbio (Hucho hucho)"|0|"01"|"51"|""|""|""
"03032900"|""|"Peixes congelados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Outros salmonídeos, exceto os fígados, ovas e sêmen - Outros"|0|"01"|"51"|""|""|""
"03033100"|""|"Peixes congelados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Peixes chatos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae Scophthalmidae e Citharidae), exceto os fígados, ovas e sêmen - Linguados-gigantes (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)"|0|"01"|"51"|""|""|""
"03033200"|""|"Peixes congelados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Peixes chatos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae Scophthalmidae e Citharidae), exceto os fígados, ovas e sêmen - Solhas ou patruças (Pleuronectes platessa)"|0|"01"|"51"|""|""|""
"03033300"|""|"Peixes congelados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Peixes chatos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae Scophthalmidae e Citharidae), exceto os fígados, ovas e sêmen - Linguados (Solea spp.)"|0|"01"|"51"|""|""|""
"03033900"|""|"Peixes congelados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Peixes chatos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae Scophthalmidae e Citharidae), exceto os fígados, ovas e sêmen - Outros"|0|"01"|"51"|""|""|""
"03034100"|""|"Peixes congelados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Atuns (do gênero Thunnus), bonitos-listrados ou bonitos-de-ventre-raiado (Euthynnus (Katsuwonus) pelamis), exceto os fígados, ovas e sêmen - Atuns-brancos ou germões (Thunnus alalunga)"|0|"01"|"51"|""|""|""
"03034200"|""|"Peixes congelados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Atuns (do gênero Thunnus), bonitos-listrados ou bonitos-de-ventre-raiado (Euthynnus (Katsuwonus) pelamis), exceto os fígados, ovas e sêmen - Albacoras ou atuns-de-barbatanas-amarelas (Thunnus albacares)"|0|"01"|"51"|""|""|""
"03034300"|""|"Peixes congelados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Atuns (do gênero Thunnus), bonitos-listrados ou bonitos-de-ventre-raiado (Euthynnus (Katsuwonus) pelamis), exceto os fígados, ovas e sêmen - Bonitos-listrados ou bonitos-de-ventre-raiado"|0|"01"|"51"|""|""|""
"03034400"|""|"Peixes congelados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Atuns (do gênero Thunnus), bonitos-listrados ou bonitos-de-ventre-raiado (Euthynnus (Katsuwonus) pelamis), exceto os fígados, ovas e sêmen - Albacoras-bandolim (Thunnus obesus)"|0|"01"|"51"|""|""|""
"03034500"|""|"Peixes congelados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Atuns (do gênero Thunnus), bonitos-listrados ou bonitos-de-ventre-raiado (Euthynnus (Katsuwonus) pelamis), exceto os fígados, ovas e sêmen - Albacoras-azuis (Thunnus thynnus)"|0|"01"|"51"|""|""|""
"03034600"|""|"Peixes congelados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Atuns (do gênero Thunnus), bonitos-listrados ou bonitos-de-ventre-raiado (Euthynnus (Katsuwonus) pelamis), exceto os fígados, ovas e sêmen - Atuns do sul (Thunnus maccoyii)"|0|"01"|"51"|""|""|""
"03034900"|""|"Peixes congelados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Atuns (do gênero Thunnus), bonitos-listrados ou bonitos-de-ventre-raiado (Euthynnus (Katsuwonus) pelamis), exceto os fígados, ovas e sêmen - Outros"|0|"01"|"51"|""|""|""
"03035100"|""|"Peixes congelados, exceto os filés de peixes e outra carne de peixes da posição 03.04 - Arenques (Clupea harengus, Clupea pallasii) e bacalhaus (Gadus morhua, Gadus ogac, Gadus macrocephalus), exceto os fígados, ovas e sêmen - Arenques (Clupea harengus, Clupea pallasii)"|0|"01"|"51"|""|""|""
